"station_in","station_out","value","shortest_paths"
"三门路","江苏路",39,14
"三门路","汶水路",1,13
"三门路","沈杜公路",19,25
"三门路","泗泾",2,25
"三门路","洞泾",1,27
"三门路","洲海路",2,19
"三门路","浦三路",2,19
"三门路","浦东国际机场",4,26
"三门路","浦东大道",22,11
"三门路","浦江镇",11,22
"三门路","浦电路",49,13
"三门路","海伦路",62,7
"三门路","淞发路",1,13
"三门路","淞虹路",42,18
"三门路","源深体育中心",5,13
"三门路","漕宝路",12,18
"三门路","漕河泾开发区",26,19
"三门路","漕溪路",3,18
"三门路","灵岩南路",1,20
"三门路","爱国路",1,13
"三门路","申江路",3,19
"三门路","白银路",2,23
"三门路","真北路",11,15
"三门路","真如",5,14
"三门路","石龙路",12,20
"三门路","祁华路",1,21
"三门路","祁连山南路",5,16
"三门路","祁连山路",5,17
"三门路","紫藤路",3,22
"三门路","罗山路",4,17
"三门路","美兰湖",1,26
"三门路","耀华路",16,16
"三门路","老西门",35,12
"三门路","联航路",3,24
"三门路","肇嘉浜路",15,15
"三门路","航中路",35,23
"三门路","航头东",2,20
"三门路","航津路",1,21
"三门路","芦恒路",9,21
"三门路","花木路",9,16
"三门路","花桥",3,29
"三门路","芳华路",6,16
"三门路","莘庄",21,23
"三门路","莲花路",25,21
"三门路","蓝村路",22,14
"三门路","虹口足球场",32,7
"三门路","虹桥1号航站楼",13,20
"三门路","虹桥2号航站楼",28,19
"三门路","虹桥火车站",74,20
"三门路","虹桥路",53,16
"三门路","行知路",2,15
"三门路","西藏北路",18,8
"三门路","西藏南路",17,14
"三门路","豫园",81,11
"三门路","赤峰路",2,8
"三门路","通河新村",1,16
"三门路","邮电新村",41,6
"三门路","金京路",5,18
"三门路","金平路",3,30
"三门路","金桥路",4,18
"三门路","金沙江西路",1,18
"三门路","金沙江路",20,13
"三门路","金海路",7,20
"三门路","金科路",44,17
"三门路","金运路",7,19
"三门路","银都路",4,25
"三门路","锦江乐园",10,20
"三门路","锦绣路",5,17
"三门路","镇坪路",24,11
"三门路","长寿路",7,12
"三门路","长清路",1,17
"三门路","陆家嘴",129,11
"三门路","陆家浜路",28,13
"三门路","陕西南路",115,13
"三门路","隆德路",3,13
"三门路","隆昌路",4,12
"三门路","静安寺",62,13
"三门路","鞍山新村",22,6
"三门路","顾村公园",1,22
"三门路","颛桥",3,26
"三门路","马当路",13,14
"三门路","马陆",4,21
"三门路","高科西路",6,17
"三门路","高青路",3,19
"三门路","鲁班路",9,15
"三门路","鹤沙航城",2,19
"三门路","黄兴公园",1,10
"三门路","黄兴路",13,8
"三门路","黄陂南路",8,12
"三门路","龙华",3,18
"三门路","龙华中路",2,17
"三门路","龙柏新村",21,21
"三门路","龙溪路",3,20
"三门路","龙漕路",10,19
"三门路","龙耀路",2,20
"三门路","龙阳路",25,15
"上南路","七宝",30,13
"上南路","三林",6,3
"上南路","三林东",2,4
"上南路","三门路",1,21
"上南路","上南路",42,0
"上南路","上大路",5,19
"上南路","上海体育场",5,9
"上南路","上海体育馆",12,8
"上南路","上海儿童医学中心",118,6
"上南路","上海动物园",3,14
"上南路","上海南站",10,10
"上南路","上海图书馆",4,9
"上南路","上海大学",5,21
"上南路","上海汽车城",3,24
"上南路","上海游泳馆",44,6
"上南路","上海火车站",41,14
"上南路","上海科技馆",43,10
"上南路","上海西站",7,14
"上南路","上海赛车场",6,22
"上南路","上海野生动物园",1,12
"上南路","上海马戏城",10,17
"上南路","世纪公园",33,9
"上南路","世纪大道",241,9
"上南路","东安路",18,9
"上南路","东宝兴路",1,16
"上南路","东川路",1,20
"上南路","东方体育中心",20,2
"上南路","东昌路",145,10
"上南路","东明路",64,3
"上南路","东陆路",4,18
"上南路","东靖路",37,19
"上南路","中兴路",16,13
"上南路","中华艺术宫",2,6
"上南路","中山公园",38,10
"上南路","中山北路",4,15
"上南路","中春路",5,14
"上南路","中潭路",6,13
"上南路","丰庄",4,15
"上南路","临平路",22,13
"上南路","临沂新村",91,5
"上南路","临港大道",1,16
"上南路","九亭",20,15
"上南路","书院",1,15
"上南路","云台路",11,5
"上南路","云山路",101,14
"上南路","云锦路",18,4
"上南路","五洲大道",26,20
"上南路","五莲路",53,17
"上南路","五角场",6,19
"上南路","交通大学",33,8
"上南路","人民广场",81,11
"上南路","伊犁路",26,11
"上南路","佘山",5,17
"上南路","兆丰路",4,26
"上南路","共富新村",4,23
"上南路","共康路",6,20
"上南路","凌兆新村",8,3
"上南路","凌空路",2,16
"上南路","刘行",5,24
"上南路","创新中路",5,13
"上南路","北新泾",7,13
"上南路","北桥",6,18
"上南路","北洋泾路",66,12
"上南路","华夏东路",12,14
"上南路","华夏西路",22,1
"上南路","华宁路",1,22
"上南路","南京东路",55,11
"上南路","南京西路",30,11
"上南路","南浦大桥",15,8
"上南路","南翔",18,19
"上南路","南陈路",3,20
"上南路","博兴路",75,16
"上南路","友谊路",1,26
"上南路","合川路",16,11
"上南路","同济大学",2,17
"上南路","后滩",2,7
"上南路","周浦东",2,8
"上南路","呼兰路",4,22
"上南路","唐镇",22,12
"上南路","商城路",102,10
"上南路","嘉善路",8,9
"上南路","嘉定北",14,24
"上南路","嘉定新城",4,21
"上南路","嘉定西",5,23
"上南路","四川北路",8,13
"上南路","四平路",7,16
"上南路","国权路",8,18
"上南路","国际客运中心",8,13
"上南路","场中路",6,18
"上南路","塘桥",37,8
"上南路","复兴岛",3,17
"上南路","外环路",1,13
"上南路","外高桥保税区北",29,24
"上南路","外高桥保税区南",57,22
"上南路","大世界",43,10
"上南路","大华三路",7,15
"上南路","大场镇",1,17
"上南路","大木桥路",2,9
"上南路","大柏树",6,17
"上南路","大渡河路",7,12
"上南路","大连路",68,12
"上南路","天潼路",11,12
"上南路","威宁路",8,12
"上南路","娄山关路",26,11
"上南路","嫩江路",2,23
"上南路","宁国路",8,14
"上南路","安亭",6,25
"上南路","宋园路",20,10
"上南路","宜山路",28,8
"上南路","宝山路",10,15
"上南路","富锦路",1,26
"上南路","小南门",6,9
"上南路","岚皋路",8,13
"上南路","川沙",21,15
"上南路","巨峰路",60,18
"上南路","市光路",6,24
"上南路","常熟路",34,9
"上南路","广兰路",65,11
"上南路","延吉中路",6,20
"上南路","延安西路",7,10
"上南路","延长路",10,16
"上南路","张江高科",114,9
"上南路","彭浦新村",7,19
"上南路","徐家汇",99,7
"上南路","徐泾东",26,17
"上南路","御桥",14,6
"上南路","德平路",111,13
"上南路","惠南",10,13
"上南路","成山路",7,4
"上南路","打浦桥",23,10
"上南路","提篮桥",7,13
"上南路","新场",3,11
"上南路","新天地",6,10
"上南路","新村路",8,14
"上南路","新江湾城",1,23
"上南路","新闸路",3,12
"上南路","昌平路",19,11
"上南路","星中路",11,12
"上南路","春申路",2,15
"上南路","曲阜路",24,12
"上南路","曲阳路",8,16
"上南路","曹杨路",45,11
"上南路","李子园路",4,15
"上南路","杨思",5,3
"上南路","杨树浦路",77,11
"上南路","杨高中路",71,10
"上南路","杨高北路",9,19
"上南路","杨高南路",38,5
"上南路","松江大学城",11,19
"上南路","松江新城",1,20
"上南路","枫桥路",18,12
"上南路","桂林路",23,9
"上南路","桃浦新村",12,18
"上南路","武威路",4,17
"上南路","武宁路",11,11
"上南路","殷高西路",2,19
"上南路","民生路",102,11
"上南路","水产路",2,24
"上南路","水城路",2,12
"上南路","汉中路",14,13
"上南路","江月路",38,6
"上南路","江浦公园",10,13
"上南路","江浦路",10,18
"上南路","江湾体育场",14,20
"上南路","江湾镇",5,18
"上南路","江苏路",49,9
"上南路","汶水路",7,18
"上南路","沈杜公路",68,8
"上南路","泗泾",2,16
"上南路","洞泾",1,18
"上南路","洲海路",16,21
"上南路","浦三路",8,5
"上南路","浦东国际机场",8,19
"上南路","浦东大道",81,10
"上南路","浦江镇",25,5
"上南路","浦电路",414,8
"上南路","海伦路",22,14
"上南路","海天三路",2,18
"上南路","淞发路",1,21
"上南路","淞滨路",4,23
"上南路","淞虹路",29,14
"上南路","港城路",22,25
"上南路","源深体育中心",181,10
"上南路","滴水湖",1,17
"上南路","漕宝路",16,9
"上南路","漕河泾开发区",54,10
"上南路","漕溪路",1,9
"上南路","灵岩南路",41,1
"上南路","爱国路",10,16
"上南路","申江路",4,21
"上南路","白银路",2,22
"上南路","真北路",5,13
"上南路","真如",10,13
"上南路","祁连山南路",10,14
"上南路","祁连山路",14,16
"上南路","罗南新村",2,26
"上南路","罗山路",4,7
"上南路","美兰湖",12,27
"上南路","翔殷路",6,22
"上南路","耀华路",8,5
"上南路","老西门",17,9
"上南路","联航路",23,7
"上南路","肇嘉浜路",22,8
"上南路","航中路",2,16
"上南路","航津路",61,23
"上南路","芦恒路",39,4
"上南路","花木路",89,9
"上南路","花桥",3,28
"上南路","芳华路",48,7
"上南路","莘庄",26,14
"上南路","莲花路",19,12
"上南路","蓝村路",183,7
"上南路","虹口足球场",30,15
"上南路","虹桥1号航站楼",4,15
"上南路","虹桥2号航站楼",6,15
"上南路","虹桥火车站",36,16
"上南路","虹桥路",23,9
"上南路","行知路",13,16
"上南路","衡山路",1,8
"上南路","西藏北路",13,14
"上南路","西藏南路",36,7
"上南路","豫园",21,10
"上南路","赤峰路",3,16
"上南路","远东大道",1,17
"上南路","通河新村",11,21
"上南路","邮电新村",2,15
"上南路","醉白池",2,22
"上南路","金京路",15,20
"上南路","金平路",2,21
"上南路","金桥路",140,15
"上南路","金沙江西路",5,16
"上南路","金沙江路",10,11
"上南路","金海路",22,22
"上南路","金科路",87,10
"上南路","金运路",8,17
"上南路","锦江乐园",3,11
"上南路","锦绣路",37,6
"上南路","镇坪路",8,12
"上南路","长寿路",27,12
"上南路","长江南路",1,20
"上南路","长清路",7,6
"上南路","陆家嘴",216,11
"上南路","陆家浜路",23,8
"上南路","陕西南路",15,10
"上南路","隆德路",11,10
"上南路","隆昌路",10,15
"上南路","静安寺",56,10
"上南路","鞍山新村",5,17
"上南路","顾村公园",20,23
"上南路","颛桥",3,17
"上南路","马当路",8,9
"上南路","马陆",5,20
"上南路","高科西路",102,4
"上南路","高青路",54,2
"上南路","鲁班路",21,8
"上南路","鹤沙航城",12,9
"上南路","黄兴公园",2,21
"上南路","黄兴路",11,19
"上南路","黄陂南路",9,11
"上南路","龙华",23,5
"上南路","龙华中路",9,8
"上南路","龙柏新村",4,14
"上南路","龙溪路",12,13
"上南路","龙耀路",21,3
"上南路","龙阳路",57,8
"上大路","七宝",43,18
"上大路","三林",8,18
"上大路","三林东",5,19
"上大路","三门路",1,18
"上大路","上南路",4,19
"上大路","上大路",20,0
"上大路","上海体育场",24,14
"上大路","上海体育馆",17,13
"上大路","上海儿童医学中心",1,19
"上大路","上海动物园",8,17
"上大路","上海南站",53,15
"上大路","上海大学",75,2
"上大路","上海汽车城",2,21
"上大路","上海游泳馆",1,13
"上大路","上海火车站",79,9
"上大路","上海科技馆",7,17
"上大路","上海西站",2,11
"上大路","上海赛车场",8,19
"上大路","上海野生动物园",2,26
"上大路","上海马戏城",3,12
"上大路","世纪公园",6,18
"上大路","世纪大道",25,16
"上大路","东安路",50,13
"上大路","东宝兴路",29,11
"上大路","东川路",3,25
"上大路","东昌路",37,15
"上大路","东明路",9,20
"上大路","东陆路",1,19
"上大路","东靖路",1,21
"上大路","中兴路",1,14
"上大路","中山公园",85,10
"上大路","中春路",8,19
"上大路","中潭路",7,8
"上大路","丰庄",9,13
"上大路","临平路",17,12
"上大路","临沂新村",11,20
"上大路","临港大道",1,30
"上大路","九亭",34,20
"上大路","书院",1,29
"上大路","云台路",16,18
"上大路","云山路",8,21
"上大路","五洲大道",1,22
"上大路","五莲路",1,21
"上大路","五角场",14,16
"上大路","交通大学",12,11
"上大路","人民广场",123,12
"上大路","伊犁路",20,14
"上大路","佘山",16,22
"上大路","兆丰路",3,23
"上大路","共康路",3,15
"上大路","凌兆新村",6,18
"上大路","凌空路",2,27
"上大路","刘行",36,5
"上大路","创新中路",1,24
"上大路","剑川路",4,24
"上大路","北新泾",12,13
"上大路","北桥",7,23
"上大路","北洋泾路",6,19
"上大路","华夏东路",5,25
"上大路","华夏西路",3,20
"上大路","华宁路",2,27
"上大路","南京东路",89,13
"上大路","南京西路",61,11
"上大路","南浦大桥",12,17
"上大路","南翔",7,16
"上大路","南陈路",18,1
"上大路","博兴路",8,22
"上大路","友谊西路",1,20
"上大路","友谊路",5,23
"上大路","合川路",27,16
"上大路","同济大学",11,14
"上大路","后滩",6,15
"上大路","周浦东",7,22
"上大路","呼兰路",1,17
"上大路","唐镇",13,23
"上大路","商城路",25,17
"上大路","嘉善路",34,13
"上大路","嘉定北",7,21
"上大路","嘉定新城",2,18
"上大路","嘉定西",4,20
"上大路","四川北路",13,12
"上大路","四平路",2,13
"上大路","国权路",7,15
"上大路","国际客运中心",10,14
"上大路","场中路",29,1
"上大路","塘桥",23,18
"上大路","复兴岛",2,18
"上大路","外环路",7,18
"上大路","外高桥保税区北",3,26
"上大路","外高桥保税区南",3,24
"上大路","大世界",9,13
"上大路","大华三路",94,4
"上大路","大场镇",37,2
"上大路","大木桥路",13,14
"上大路","大柏树",5,14
"上大路","大渡河路",28,10
"上大路","大连路",23,13
"上大路","天潼路",17,13
"上大路","威宁路",23,12
"上大路","娄山关路",75,11
"上大路","嫩江路",2,20
"上大路","宁国路",5,15
"上大路","安亭",5,22
"上大路","宋园路",5,13
"上大路","宜山路",70,13
"上大路","宝山路",42,10
"上大路","富锦路",2,21
"上大路","小南门",13,16
"上大路","岚皋路",84,6
"上大路","川沙",7,26
"上大路","巨峰路",2,20
"上大路","市光路",3,21
"上大路","常熟路",95,11
"上大路","广兰路",26,22
"上大路","延吉中路",7,17
"上大路","延安西路",58,11
"上大路","延长路",8,11
"上大路","张江高科",23,20
"上大路","徐家汇",106,12
"上大路","徐泾东",41,17
"上大路","御桥",5,21
"上大路","德平路",3,20
"上大路","惠南",15,27
"上大路","惠南东",1,28
"上大路","成山路",11,18
"上大路","打浦桥",55,14
"上大路","提篮桥",9,14
"上大路","文井路",2,28
"上大路","新场",4,25
"上大路","新天地",1,13
"上大路","新村路",75,5
"上大路","新闸路",9,11
"上大路","昌吉东路",1,20
"上大路","昌平路",165,9
"上大路","星中路",11,17
"上大路","曲阜路",3,13
"上大路","曲阳路",2,13
"上大路","曹杨路",110,8
"上大路","李子园路",6,12
"上大路","杨思",11,18
"上大路","杨树浦路",28,14
"上大路","杨高中路",11,17
"上大路","杨高北路",1,21
"上大路","杨高南路",23,20
"上大路","松江体育中心",5,26
"上大路","松江大学城",7,24
"上大路","松江新城",8,25
"上大路","枫桥路",9,9
"上大路","桂林路",48,14
"上大路","桃浦新村",1,15
"上大路","武宁路",30,9
"上大路","殷高东路",2,19
"上大路","殷高西路",6,16
"上大路","民生路",7,18
"上大路","水产路",2,21
"上大路","水城路",5,15
"上大路","汉中路",1,10
"上大路","江月路",12,21
"上大路","江杨北路",1,25
"上大路","江浦公园",7,14
"上大路","江浦路",8,15
"上大路","江湾体育场",7,17
"上大路","江湾镇",11,15
"上大路","江苏路",75,10
"上大路","汶水路",1,13
"上大路","沈杜公路",20,23
"上大路","泗泾",7,21
"上大路","洞泾",4,23
"上大路","洲海路",1,23
"上大路","浦东国际机场",11,30
